carat,cut,color,clarity,depth,table,x,y,z,price
1.35,Premium,D,VVS1,61.7,55.0,3.42,3.4,2.03,10090
0.62,Ideal,F,VS2,60.5,61.0,1.6,1.61,0.97,2470
0.52,Ideal,F,VVS1,61.5,60.0,1.33,1.35,0.83,1541
1.15,Premium,G,I1,61.8,60.0,2.89,2.95,1.8,6549
0.48,Premium,D,SI2,62.3,62.0,1.21,1.21,0.74,804
0.4,Good,F,SI2,63.8,58.0,1.03,0.96,0.63,300
0.85,Premium,E,VS1,61.0,55.0,2.16,2.14,1.33,4555
0.68,Premium,G,SI2,62.5,57.0,1.73,1.81,1.03,2743
0.4,Premium,D,VS2,59.9,56.0,1.01,0.93,0.61,750
1.02,Premium,E,VS2,61.1,56.0,2.57,2.61,1.55,6285
0.93,Very Good,D,SI1,62.2,58.0,2.39,2.37,1.45,5108
0.62,Good,I,VVS1,62.7,57.0,1.6,1.56,0.96,1706
0.64,Very Good,H,SI2,60.6,56.0,1.63,1.65,0.98,1840
0.94,Good,H,SI1,61.1,57.0,2.38,2.46,1.44,4721
1.34,Very Good,H,VVS2,63.7,59.0,3.46,3.48,2.09,9497
0.64,Ideal,D,SI2,63.3,60.0,1.64,1.63,1.0,1763
1.03,Premium,J,VS1,62.0,54.0,2.65,2.59,1.58,5729
0.98,Premium,J,VVS2,58.6,57.0,2.46,2.46,1.53,5887
1.15,Ideal,H,VVS1,65.2,57.0,2.93,2.86,1.83,7241
0.76,Ideal,I,VVS1,61.7,55.0,1.96,1.94,1.18,3305
0.47,Premium,H,SI1,61.3,57.0,1.19,1.19,0.71,300
0.59,Ideal,E,VS2,61.0,58.0,1.51,1.39,0.93,1934
0.88,Very Good,F,SI2,62.2,59.0,2.25,2.32,1.41,3490
1.84,Very Good,J,SI1,62.2,58.0,4.64,4.58,2.74,14533
0.58,Premium,G,SI2,63.0,56.0,1.49,1.48,0.88,1711
1.11,Ideal,G,SI1,60.4,62.0,2.8,2.83,1.67,7139
0.63,Ideal,I,VVS1,61.3,59.0,1.62,1.69,1.0,2642
0.78,Very Good,E,SI1,64.5,59.0,2.02,1.98,1.27,2759
1.58,Good,E,VS2,62.0,60.0,4.08,3.95,2.53,11934
1.09,Ideal,E,VS2,61.5,58.0,2.8,2.85,1.72,6872
0.4,Good,E,VS2,60.4,60.0,1.02,0.96,0.63,314
0.56,Premium,J,IF,62.4,58.0,1.44,1.46,0.86,2133
1.39,Ideal,D,SI1,63.1,58.0,3.57,3.59,2.2,10349
0.8,Ideal,E,VS1,62.9,59.0,2.01,1.85,1.21,3848
0.42,Ideal,D,SI1,61.3,61.0,1.06,0.98,0.63,300
0.49,Ideal,J,SI2,62.2,61.0,1.25,1.23,0.75,1094
1.05,Premium,D,VS2,64.0,59.0,2.64,2.51,1.63,6246
1.22,Ideal,E,VVS2,63.2,59.0,3.15,3.08,1.96,8063
0.75,Premium,D,SI2,60.6,59.0,1.91,1.92,1.17,3262
2.55,Very Good,I,SI2,58.1,60.0,6.45,6.45,3.82,20000
1.12,Fair,E,SI2,62.1,60.0,2.85,2.87,1.69,6379
0.66,Very Good,D,VS1,62.8,57.0,1.7,1.72,1.02,2430
0.49,Premium,E,VS1,60.2,60.0,1.27,1.19,0.76,927
0.46,Premium,F,VS2,61.7,58.0,1.16,1.1,0.7,1011
0.88,Ideal,D,VS2,61.3,59.0,2.26,2.3,1.34,4969
0.58,Very Good,G,VVS1,61.8,61.0,1.48,1.56,0.92,2331
1.71,Good,F,VS1,60.9,59.0,4.37,4.32,2.7,14239
1.54,Ideal,G,VVS2,63.5,60.0,3.96,3.97,2.39,11353
1.02,Good,D,VVS2,61.9,57.0,2.58,2.62,1.58,5923
0.41,Premium,J,VS1,60.5,61.0,1.05,1.06,0.62,300
0.53,Premium,G,VS2,63.0,59.0,1.34,1.33,0.81,1225
1.39,Premium,E,VVS1,59.9,58.0,3.5,3.47,2.19,10652
0.56,Good,E,VVS1,63.5,60.0,1.41,1.51,0.87,1587
1.3,Good,F,SI2,63.1,63.0,3.28,3.28,1.95,8410
0.94,Good,D,SI2,63.6,55.0,2.4,2.42,1.5,5147
0.76,Premium,D,IF,61.5,56.0,1.91,1.93,1.18,4177
0.52,Premium,J,SI1,61.0,63.0,1.33,1.29,0.81,1111
0.71,Very Good,G,VVS1,61.8,58.0,1.82,1.82,1.12,2411
0.81,Ideal,J,SI1,61.6,58.0,2.09,2.07,1.25,4097
1.24,Ideal,H,SI2,60.8,57.0,3.17,3.15,1.94,8181
0.48,Fair,F,SI2,60.9,60.0,1.24,1.26,0.76,418
0.65,Premium,D,SI2,61.2,63.0,1.63,1.58,1.02,2150
0.76,Ideal,D,SI1,60.1,56.0,1.95,1.89,1.16,3364
1.03,Very Good,I,VS2,62.6,57.0,2.59,2.62,1.57,5505
0.47,Very Good,I,VS1,61.6,57.0,1.21,1.18,0.76,300
0.38,Premium,F,IF,61.3,59.0,0.97,0.95,0.58,300
1.04,Ideal,F,VS2,60.1,60.0,2.66,2.56,1.66,5885
0.35,Ideal,H,VS2,60.1,61.0,0.89,0.94,0.53,300
1.41,Premium,D,VS2,64.4,59.0,3.56,3.59,2.1,9820
0.69,Ideal,D,VS2,60.8,63.0,1.77,1.81,1.07,3388
0.34,Premium,G,VS2,62.6,56.0,0.88,0.9,0.55,300
0.58,Ideal,D,I1,61.9,56.0,1.46,1.38,0.87,2000
0.9,Premium,G,I1,57.8,61.0,2.32,2.33,1.4,4984
0.57,Very Good,E,SI2,64.2,58.0,1.44,1.41,0.86,932
0.75,Ideal,G,SI2,62.7,54.0,1.93,1.88,1.16,2997
1.07,Premium,I,VS1,60.6,57.0,2.77,2.8,1.69,6220
0.67,Very Good,D,SI1,61.7,58.0,1.69,1.77,1.02,2732
0.46,Ideal,G,VVS1,60.1,56.0,1.17,1.24,0.7,1696
0.64,Fair,E,VVS1,64.3,55.0,1.62,1.65,0.98,2691
1.5,Very Good,G,IF,60.4,57.0,3.81,3.81,2.35,11339
1.72,Good,J,VVS1,61.0,55.0,4.42,4.41,2.63,13746
0.27,Ideal,I,SI1,60.7,59.0,0.69,0.64,0.42,300
1.28,Ideal,G,VS2,61.8,53.0,3.31,3.3,1.99,8883
0.84,Very Good,E,SI2,63.6,58.0,2.12,2.17,1.28,4252
1.18,Ideal,G,VVS2,64.2,59.0,3.01,3.1,1.87,8072
0.56,Premium,E,VVS1,61.1,57.0,1.43,1.39,0.9,2006
0.31,Ideal,E,VVS2,62.2,60.0,0.8,0.7,0.48,300
0.99,Premium,E,VS2,61.8,54.0,2.49,2.46,1.53,5284
0.46,Premium,G,VS1,60.3,56.0,1.19,1.24,0.73,488
0.37,Ideal,D,SI2,65.1,57.0,0.94,1.04,0.59,300
0.38,Very Good,G,SI2,63.6,59.0,0.97,1.04,0.61,300
1.0,Good,G,VS1,62.0,58.0,2.54,2.6,1.55,5744
0.79,Premium,I,SI1,63.9,62.0,2.04,2.0,1.28,3388
1.1,Ideal,H,IF,63.4,56.0,2.81,2.77,1.77,7217
1.04,Premium,J,SI2,61.8,54.0,2.66,2.59,1.62,5932
0.6,Good,F,VVS2,62.2,61.0,1.54,1.51,0.94,1896
0.72,Very Good,H,VS2,63.8,54.0,1.83,1.88,1.13,2946
0.57,Premium,H,VVS2,60.4,59.0,1.43,1.51,0.87,2254
0.67,Very Good,E,VVS2,64.0,55.0,1.72,1.74,1.06,2769
0.46,Ideal,H,VVS1,61.4,53.0,1.17,1.16,0.71,691
0.9,Ideal,H,SI1,63.8,57.0,2.32,2.27,1.37,4883
1.27,Premium,I,IF,61.7,59.0,3.25,3.24,2.03,9125
0.49,Very Good,E,SI2,62.2,55.0,1.24,1.25,0.78,836
1.41,Premium,I,SI2,61.7,59.0,3.61,3.54,2.13,10376
0.78,Good,G,VS2,61.0,59.0,2.0,2.05,1.24,3732
0.84,Ideal,G,VVS2,61.3,55.0,2.16,2.14,1.31,4984
0.32,Premium,E,VS2,63.6,57.0,0.82,0.86,0.5,300
0.3,Premium,F,VVS2,58.5,61.0,0.76,0.76,0.46,300
0.8,Ideal,E,VS1,60.0,59.0,2.07,2.08,1.27,4600
1.1,Premium,J,SI1,60.7,57.0,2.8,2.76,1.71,6201
0.53,Ideal,H,IF,60.2,58.0,1.37,1.35,0.86,2442
1.71,Good,H,SI2,63.8,56.0,4.32,4.35,2.67,13492
1.07,Ideal,I,VVS1,63.5,60.0,2.69,2.68,1.63,6765
0.47,Ideal,H,SI1,62.5,60.0,1.2,1.14,0.74,1036
0.75,Ideal,H,VS2,60.8,58.0,1.9,1.91,1.19,3596
2.56,Ideal,F,SI1,63.6,58.0,6.62,6.64,3.93,20000
0.4,Very Good,E,SI2,59.5,55.0,1.01,1.08,0.61,300
0.96,Premium,G,SI1,64.7,55.0,2.41,2.47,1.51,5148
0.63,Premium,E,SI1,60.7,57.0,1.58,1.58,0.98,2261
1.05,Premium,G,SI1,61.3,57.0,2.65,2.62,1.66,6635
1.4,Premium,H,SI2,61.1,60.0,3.58,3.57,2.12,9942
0.61,Very Good,F,VS2,60.2,60.0,1.56,1.53,0.97,1630
1.3,Good,J,VVS2,64.4,58.0,3.3,3.33,2.05,8497
2.25,Premium,J,VS2,62.8,60.0,5.66,5.71,3.52,20000
0.77,Very Good,G,VVS1,63.4,55.0,1.95,2.01,1.2,2959
1.1,Ideal,D,VS1,60.0,60.0,2.78,2.76,1.65,6808
0.55,Very Good,E,VS1,62.0,56.0,1.41,1.38,0.86,1392
0.75,Good,J,VS1,62.4,60.0,1.93,1.91,1.17,3399
0.68,Premium,D,VS2,62.1,57.0,1.75,1.65,1.07,2698
1.1,Premium,E,VS1,60.1,53.0,2.84,2.78,1.76,7178
1.35,Ideal,F,SI2,63.2,59.0,3.48,3.48,2.14,9358
0.7,Premium,E,VVS2,61.9,59.0,1.78,1.8,1.07,3123
1.59,Very Good,G,VVS2,60.4,56.0,4.04,4.06,2.48,12146
1.59,Ideal,H,SI1,59.1,57.0,4.11,4.07,2.44,12524
1.13,Premium,G,VS1,62.5,57.0,2.89,2.87,1.71,6732
0.57,Good,F,I1,65.1,53.0,1.44,1.43,0.87,829
0.55,Premium,F,SI1,60.3,52.0,1.41,1.39,0.87,1729
0.49,Ideal,F,SI2,61.9,60.0,1.27,1.3,0.79,567
1.19,Premium,D,VVS2,63.3,56.0,3.07,3.0,1.88,7491
0.4,Very Good,D,VS1,59.9,62.0,1.01,0.95,0.63,300
1.04,Very Good,D,VVS2,61.0,61.0,2.69,2.68,1.6,6833
0.43,Very Good,E,I1,60.5,61.0,1.11,1.04,0.7,437
1.12,Premium,D,VS2,63.1,56.0,2.83,2.73,1.77,6965
0.75,Premium,I,VS1,63.6,54.0,1.94,1.87,1.19,2670
1.44,Good,H,SI2,61.9,55.0,3.71,3.7,2.2,9934
1.31,Ideal,G,VS1,60.5,57.0,3.29,3.32,2.0,9694
1.52,Ideal,D,SI2,61.1,52.0,3.9,3.93,2.33,10909
1.54,Premium,G,SI2,60.8,56.0,3.9,3.98,2.4,11788
0.8,Ideal,E,VS2,60.3,57.0,2.05,2.06,1.23,3439
0.42,Good,I,VS1,61.6,55.0,1.08,1.09,0.66,300
0.44,Premium,H,SI2,62.5,55.0,1.12,1.11,0.67,300
0.26,Ideal,E,SI2,62.4,57.0,0.66,0.65,0.39,300
0.43,Ideal,I,SI1,61.7,58.0,1.11,1.21,0.67,715
0.77,Ideal,G,SI1,61.8,56.0,1.99,2.0,1.18,3764
0.56,Very Good,H,SI1,61.6,58.0,1.41,1.43,0.87,1817
0.68,Ideal,G,SI1,59.9,58.0,1.76,1.7,1.06,2757
0.95,Good,E,VS1,61.9,58.0,2.39,2.41,1.48,5110
0.64,Ideal,G,VS2,60.9,56.0,1.62,1.65,1.0,2752
0.42,Ideal,F,VVS2,59.8,55.0,1.08,1.14,0.64,1134
0.72,Very Good,I,VS1,62.2,61.0,1.85,1.88,1.11,3283
0.47,Ideal,E,SI2,60.8,59.0,1.21,1.2,0.74,965
0.65,Fair,G,SI2,62.0,60.0,1.63,1.62,1.02,2404
1.45,Premium,F,VVS1,62.9,57.0,3.65,3.65,2.21,11037
0.65,Premium,E,SI2,60.4,57.0,1.68,1.69,1.03,2289
1.8,Premium,H,SI2,61.8,59.0,4.53,4.59,2.81,14691
1.52,Ideal,D,SI2,59.2,53.0,3.82,3.87,2.38,11635
0.55,Ideal,F,VS1,63.8,55.0,1.42,1.46,0.89,1822
0.43,Premium,G,VS2,59.8,56.0,1.1,1.2,0.67,359
0.72,Ideal,I,IF,61.0,56.0,1.83,1.7,1.09,3726
1.32,Ideal,D,VVS1,63.6,56.0,3.33,3.31,2.07,9917
0.58,Fair,E,SI1,61.4,58.0,1.5,1.5,0.89,1562
1.17,Ideal,H,SI1,60.0,58.0,3.03,3.0,1.84,7276
1.36,Good,G,SI1,62.7,61.0,3.42,3.37,2.1,9776
0.5,Ideal,E,SI2,62.7,63.0,1.28,1.19,0.79,581
0.53,Very Good,E,SI2,60.8,55.0,1.34,1.32,0.83,715
1.06,Good,E,SI2,61.0,58.0,2.73,2.77,1.63,6225
0.8,Premium,G,SI2,61.1,58.0,2.03,2.07,1.28,2715
0.53,Ideal,E,SI1,61.4,57.0,1.36,1.32,0.81,1871
0.62,Premium,G,SI1,59.0,55.0,1.58,1.59,0.94,2042
0.72,Good,H,IF,61.4,55.0,1.84,1.91,1.13,3726
0.34,Premium,F,VS2,64.2,58.0,0.88,0.8,0.55,300
1.09,Ideal,D,IF,60.4,55.0,2.78,2.77,1.7,7353
0.58,Premium,H,SI1,60.9,58.0,1.49,1.5,0.91,2044
0.2,Very Good,G,VS2,60.0,57.0,0.51,0.51,0.31,300
0.73,Premium,E,SI1,62.6,58.0,1.84,1.88,1.09,3225
0.51,Fair,F,SI2,63.4,55.0,1.3,1.23,0.8,354
1.72,Ideal,D,SI2,63.4,58.0,4.38,4.33,2.65,13939
0.55,Ideal,E,IF,60.0,56.0,1.4,1.43,0.88,2421
0.43,Premium,J,IF,62.4,58.0,1.11,1.02,0.66,519
0.96,Very Good,D,SI2,63.7,60.0,2.45,2.49,1.48,5379
0.53,Ideal,E,SI2,62.4,58.0,1.37,1.39,0.84,1521
0.5,Premium,D,SI1,62.4,58.0,1.28,1.32,0.78,1075
0.96,Ideal,F,SI2,61.0,59.0,2.43,2.41,1.47,6232
0.44,Ideal,D,SI1,62.0,54.0,1.11,1.14,0.67,446
0.36,Ideal,I,SI2,63.4,61.0,0.93,0.87,0.55,300
1.76,Premium,G,VS2,62.2,55.0,4.43,4.41,2.76,14536
0.99,Premium,D,SI1,60.0,59.0,2.49,2.49,1.51,5197
0.65,Ideal,H,SI1,61.1,59.0,1.63,1.59,1.0,2834
0.74,Premium,J,SI2,63.4,56.0,1.88,1.89,1.15,3055
0.95,Premium,E,SI1,62.2,60.0,2.42,2.36,1.48,5332
1.21,Very Good,D,IF,61.9,59.0,3.04,3.05,1.88,8649
0.51,Ideal,I,SI1,60.9,62.0,1.3,1.39,0.8,1207
0.89,Premium,D,VVS1,63.4,58.0,2.26,2.2,1.36,5573
0.58,Very Good,E,VVS2,64.0,57.0,1.49,1.49,0.91,1683
0.67,Good,F,IF,63.5,56.0,1.73,1.65,1.04,3304
0.8,Premium,D,VVS2,63.7,54.0,2.05,2.01,1.26,3623
0.74,Ideal,G,VS1,61.2,57.0,1.89,1.93,1.15,2783
1.07,Premium,I,VVS2,61.0,57.0,2.7,2.68,1.6,6817
0.95,Very Good,H,SI2,61.5,58.0,2.45,2.49,1.52,5358
0.35,Ideal,G,VS2,61.8,54.0,0.89,0.91,0.53,300
0.38,Good,F,IF,63.7,57.0,0.96,0.96,0.6,300
0.62,Premium,E,VS1,63.3,59.0,1.6,1.55,0.96,1720
1.85,Very Good,E,IF,62.5,59.0,4.79,4.82,3.02,15924
0.48,Very Good,F,VVS2,59.7,53.0,1.24,1.26,0.75,991
0.67,Very Good,E,VVS1,59.3,59.0,1.73,1.65,1.02,3499
0.57,Premium,I,VS1,62.0,57.0,1.47,1.42,0.87,1591
0.56,Good,J,VS1,62.9,57.0,1.44,1.3,0.85,950
0.81,Premium,D,VS2,61.6,52.0,2.05,1.98,1.21,4053
1.49,Premium,J,VVS1,64.4,61.0,3.85,3.83,2.31,11491
0.93,Premium,H,VVS2,60.2,58.0,2.4,2.35,1.45,5774
0.5,Premium,E,VVS2,60.0,54.0,1.26,1.22,0.75,1281
2.93,Ideal,G,VS1,60.8,58.0,7.47,7.54,4.54,20000
0.77,Very Good,D,SI1,60.7,58.0,1.94,1.99,1.17,3805
0.56,Premium,H,SI2,62.4,60.0,1.45,1.42,0.89,982
1.5,Good,J,VVS1,61.1,57.0,3.83,3.87,2.29,11432
0.59,Good,H,VS2,59.5,58.0,1.49,1.55,0.93,1603
1.7,Premium,F,SI1,62.9,56.0,4.31,4.34,2.63,13326
0.48,Premium,G,SI2,59.2,59.0,1.24,1.25,0.76,721
1.51,Ideal,F,VVS2,60.2,56.0,3.86,3.91,2.28,11729
0.82,Premium,D,VVS2,59.4,56.0,2.09,2.13,1.28,5122
1.41,Ideal,D,VVS2,62.0,57.0,3.59,3.53,2.17,10439
1.92,Fair,H,VS1,62.0,55.0,4.83,4.82,3.03,15763
0.42,Good,G,SI1,64.4,61.0,1.06,1.03,0.66,424
1.4,Fair,F,SI1,63.0,62.0,3.58,3.64,2.2,9927
0.37,Very Good,D,I1,63.7,57.0,0.94,0.91,0.58,300
0.44,Premium,D,VVS2,62.1,54.0,1.12,1.08,0.69,378
0.5,Ideal,H,SI2,60.3,58.0,1.28,1.33,0.76,931
0.95,Fair,E,VS1,61.9,56.0,2.39,2.4,1.48,5491
0.75,Ideal,G,VS2,62.5,60.0,1.94,2.05,1.16,3143
0.68,Ideal,J,VS2,62.7,56.0,1.72,1.68,1.06,2663
0.8,Very Good,J,VVS1,61.0,59.0,2.01,1.98,1.19,3836
1.0,Good,G,SI2,62.4,58.0,2.52,2.58,1.52,5134
1.03,Very Good,G,VVS2,60.4,56.0,2.59,2.53,1.58,6601
1.28,Good,J,SI2,60.2,58.0,3.23,3.3,1.95,8638
1.84,Good,E,SI2,60.1,59.0,4.68,4.62,2.89,15074
0.73,Premium,H,SI1,61.7,58.0,1.87,1.9,1.14,3096
0.57,Very Good,F,SI2,60.1,58.0,1.44,1.35,0.9,1914
1.01,Very Good,H,VVS2,61.1,56.0,2.57,2.57,1.55,5808
0.42,Ideal,I,VS2,63.0,60.0,1.08,1.01,0.67,319
0.53,Ideal,G,SI2,60.3,60.0,1.34,1.44,0.84,1080
1.22,Ideal,H,SI2,61.0,57.0,3.14,3.09,1.88,7535
0.7,Very Good,F,VS2,61.8,57.0,1.77,1.73,1.1,2639
0.4,Premium,I,VVS2,62.0,61.0,1.01,1.04,0.61,300
0.35,Premium,G,VS2,61.0,55.0,0.89,0.86,0.53,300
0.76,Good,I,VS2,62.8,59.0,1.92,1.95,1.13,2810
1.31,Fair,E,VVS2,62.5,56.0,3.38,3.34,2.09,8583
1.3,Ideal,E,VS2,63.3,61.0,3.27,3.23,1.95,9382
0.78,Ideal,I,SI1,61.6,58.0,1.99,1.99,1.18,3681
2.02,Premium,G,VS2,61.0,60.0,5.17,5.11,3.15,17386
0.7,Premium,J,VS1,60.7,56.0,1.76,1.78,1.06,3009
0.69,Premium,F,VS1,62.1,55.0,1.77,1.81,1.09,2536
0.21,Fair,H,VS1,61.2,57.0,0.53,0.56,0.31,300
0.59,Very Good,F,IF,60.9,58.0,1.51,1.54,0.9,2397
1.13,Very Good,G,SI1,61.1,56.0,2.91,2.81,1.76,7283
1.62,Good,D,IF,60.7,59.0,4.11,4.09,2.51,12956
0.49,Ideal,F,VS2,62.0,57.0,1.25,1.24,0.78,781
0.93,Premium,F,VS1,59.7,53.0,2.35,2.42,1.44,5580
1.25,Ideal,G,SI2,62.1,59.0,3.16,3.13,1.98,8474
0.74,Very Good,D,SI1,62.6,56.0,1.86,1.74,1.11,3161
0.24,Premium,E,VS1,60.9,57.0,0.62,0.57,0.38,300
0.84,Very Good,H,VS1,64.4,61.0,2.14,2.11,1.32,4750
1.08,Good,D,SI2,61.7,61.0,2.71,2.6,1.68,6586
0.46,Very Good,G,VS2,59.5,56.0,1.15,1.2,0.72,400
0.65,Ideal,E,SI2,61.3,59.0,1.65,1.57,1.0,2546
0.42,Ideal,E,IF,61.8,56.0,1.05,1.07,0.64,570
0.2,Premium,I,VVS1,62.3,57.0,0.51,0.46,0.32,300
1.24,Premium,E,SI2,61.3,56.0,3.12,3.2,1.86,7926
0.74,Ideal,H,VVS2,60.3,54.0,1.86,1.85,1.1,3366
1.65,Good,H,VVS1,60.2,58.0,4.23,4.21,2.57,12803
1.14,Very Good,H,SI1,60.8,58.0,2.94,2.97,1.76,7085
0.62,Very Good,E,VS1,60.9,56.0,1.58,1.53,0.96,2298
0.71,Ideal,H,VS2,60.1,60.0,1.83,1.86,1.15,3317
0.98,Ideal,J,VS1,60.7,57.0,2.46,2.44,1.49,5653
1.2,Very Good,E,SI1,62.6,56.0,3.09,3.06,1.91,7724
0.87,Ideal,I,SI1,64.0,59.0,2.19,2.19,1.31,4023
1.29,Ideal,I,SI1,62.8,54.0,3.32,3.27,2.0,8448
0.64,Very Good,H,SI2,63.5,59.0,1.65,1.64,0.99,1341
0.45,Premium,G,VVS2,63.1,57.0,1.16,1.18,0.71,1145
0.72,Premium,G,SI1,62.9,60.0,1.85,1.73,1.11,2850
0.82,Ideal,J,SI1,61.2,60.0,2.09,2.14,1.29,4407
0.41,Very Good,D,VVS1,61.9,59.0,1.04,1.08,0.64,572
0.38,Ideal,E,VS2,61.1,56.0,0.97,0.88,0.59,300
0.93,Very Good,H,VS2,61.4,55.0,2.37,2.27,1.4,4724
0.6,Ideal,H,IF,61.8,54.0,1.51,1.55,0.89,2261
0.68,Premium,G,VVS1,62.7,60.0,1.73,1.77,1.06,2976
0.62,Premium,F,SI2,62.3,57.0,1.59,1.62,0.99,2099
1.58,Ideal,I,VS2,61.5,56.0,3.97,3.9,2.44,12085
1.39,Ideal,I,IF,61.8,57.0,3.56,3.65,2.16,10192
0.4,Ideal,D,SI1,62.3,60.0,1.02,0.98,0.64,300
0.57,Good,H,SI1,62.6,59.0,1.44,1.45,0.86,1113
1.13,Ideal,G,SI1,59.6,58.0,2.87,2.88,1.73,7407
1.0,Good,D,SI2,60.2,59.0,2.59,2.67,1.59,5970
0.73,Premium,E,VS1,63.3,58.0,1.88,1.89,1.13,3022
0.42,Premium,G,VVS2,61.6,58.0,1.07,1.09,0.67,840
0.53,Premium,E,IF,61.1,58.0,1.34,1.34,0.81,2035
0.57,Premium,J,VVS2,61.3,57.0,1.44,1.38,0.85,1340
0.85,Ideal,E,SI1,61.3,59.0,2.14,2.02,1.28,4488
1.74,Good,G,SI2,62.5,58.0,4.41,4.41,2.7,13689
0.53,Ideal,E,IF,60.1,56.0,1.37,1.3,0.84,1553
0.44,Premium,D,SI1,61.7,59.0,1.14,1.16,0.72,300
0.7,Good,D,SI1,62.0,58.0,1.8,1.81,1.11,2883
1.24,Very Good,D,VVS1,62.3,59.0,3.15,3.16,1.94,8553
0.36,Ideal,G,VS2,62.0,57.0,0.91,0.86,0.54,312
1.53,Ideal,G,SI1,62.4,59.0,3.91,3.96,2.32,12075
0.68,Ideal,G,VVS1,60.9,57.0,1.74,1.76,1.07,3229
0.51,Ideal,E,IF,60.4,59.0,1.3,1.24,0.81,2123
0.33,Very Good,D,SI2,65.1,56.0,0.85,0.95,0.52,300
1.05,Very Good,H,VVS1,61.3,57.0,2.7,2.69,1.64,6011
0.68,Ideal,D,SI1,61.4,59.0,1.75,1.68,1.07,2769
0.81,Premium,E,VS2,62.6,57.0,2.07,2.03,1.26,3485
0.47,Premium,D,VVS1,63.9,62.0,1.21,1.13,0.72,1293
0.63,Very Good,D,IF,60.9,59.0,1.58,1.65,0.98,2490
0.58,Premium,H,SI1,60.3,58.0,1.49,1.54,0.91,1669
0.7,Premium,I,SI1,60.0,59.0,1.77,1.81,1.07,2637
0.53,Very Good,I,SI2,63.9,56.0,1.34,1.37,0.82,899
0.34,Premium,H,VS2,60.2,60.0,0.86,0.92,0.52,300
2.9,Premium,F,I1,61.7,59.0,7.32,7.31,4.44,20000
0.37,Premium,E,SI1,60.3,60.0,0.96,0.98,0.59,300
0.81,Very Good,D,SI2,59.7,57.0,2.06,2.02,1.23,3897
0.31,Ideal,F,SI1,61.3,55.0,0.8,0.79,0.5,300
0.27,Fair,J,SI2,60.4,56.0,0.68,0.7,0.42,300
0.78,Very Good,I,VVS2,60.7,57.0,1.97,1.82,1.23,3824
0.81,Ideal,I,SI1,64.5,61.0,2.07,2.04,1.29,3945
1.39,Premium,G,SI1,62.3,62.0,3.53,3.54,2.15,9536
0.9,Very Good,G,VVS1,63.0,58.0,2.3,2.3,1.37,5076
0.69,Ideal,J,VS1,62.9,58.0,1.75,1.73,1.08,2445
0.46,Premium,G,SI1,61.6,57.0,1.18,1.21,0.72,544
1.57,Ideal,I,SI2,61.1,59.0,3.99,3.95,2.45,11419
1.18,Ideal,F,VS1,62.0,62.0,3.02,2.96,1.79,7935
0.4,Premium,G,SI1,61.9,61.0,1.01,1.07,0.62,300
0.76,Premium,G,VS1,60.9,60.0,1.95,2.0,1.18,3530
0.8,Good,G,VS2,61.9,60.0,2.05,2.02,1.24,3077
0.62,Very Good,D,SI1,60.7,59.0,1.58,1.58,0.99,2743
1.09,Premium,H,VS2,61.5,57.0,2.76,2.8,1.68,6688
1.12,Premium,G,VS1,61.2,56.0,2.87,2.87,1.77,7113
0.67,Premium,E,VVS1,59.9,57.0,1.73,1.76,1.06,3296
0.64,Very Good,F,SI2,58.4,58.0,1.61,1.63,0.96,1728
1.57,Fair,D,VS2,60.4,54.0,4.04,4.02,2.5,11630
1.18,Premium,G,SI2,64.2,57.0,3.01,3.04,1.81,7470
0.77,Very Good,G,VS2,61.3,56.0,1.96,1.91,1.22,3448
0.33,Ideal,J,VVS1,62.8,60.0,0.85,0.87,0.52,300
0.88,Fair,F,SI1,58.7,56.0,2.25,2.25,1.36,4615
1.05,Premium,H,VVS1,60.3,58.0,2.7,2.68,1.63,6733
0.2,Ideal,I,VS1,59.8,56.0,0.51,0.45,0.32,300
0.84,Very Good,F,VVS1,61.4,61.0,2.13,2.14,1.3,4695
0.6,Premium,F,VS1,65.1,54.0,1.54,1.54,0.95,1568
0.66,Good,J,SI2,62.3,59.0,1.7,1.66,1.01,1849
0.47,Ideal,E,SI1,64.1,55.0,1.21,1.13,0.75,300
0.69,Premium,F,SI1,61.3,56.0,1.74,1.66,1.05,2479
1.49,Premium,I,SI2,63.6,58.0,3.78,3.77,2.32,10540
0.59,Premium,G,VS2,64.6,58.0,1.5,1.52,0.89,1869
1.2,Ideal,E,VS2,61.5,58.0,3.07,3.16,1.85,8252
0.5,Very Good,F,IF,60.9,58.0,1.26,1.26,0.78,1171
1.08,Fair,G,VS2,59.9,56.0,2.73,2.65,1.64,6137
0.74,Ideal,H,VVS2,61.3,57.0,1.9,1.89,1.19,3901
0.88,Premium,F,IF,61.8,58.0,2.26,2.32,1.39,4960
0.74,Ideal,D,VVS1,64.5,58.0,1.91,1.88,1.19,3694
1.02,Premium,E,SI1,59.9,57.0,2.63,2.69,1.59,6334
0.21,Ideal,J,VS2,61.8,59.0,0.53,0.54,0.31,300
0.36,Premium,G,SI1,59.2,58.0,0.93,0.96,0.57,300
0.91,Ideal,D,SI1,61.1,58.0,2.33,2.42,1.41,4936
0.27,Ideal,I,SI1,62.1,57.0,0.7,0.61,0.43,300
0.57,Premium,D,VVS2,62.4,55.0,1.44,1.48,0.89,1965
0.72,Very Good,D,VS2,62.5,58.0,1.82,1.82,1.12,2435
